FROM SPEECH BASE DATA,DateField,tocheck notes,ORIG,speech_name,vars.link,is_Fed,multiple_orgs_spoken_to,multiple_org_names_in_BX,BX_spelling,org_spoken_at,Match SubTiesToCode,date_of_speech,year_of_speech,HFSC_donate_chair,HFSC_rankmem,chair_hfsc_name,chair_hfsc_total_raised,chair_hfsc_contribution_from_org,chair_rank_of_contribution,rkmem_hfsc_name,rnkmem_hfsc_total_raised,rnkmem_hfsc_contribution_from_org,rnkmem_rank_of_contribution,name_of_fed_speaker,years_experience_in_tied_org,TieDistanceYrs,org_tie_role,years_to_tie,,speech_name,vars.link,raw_spoke_to,spoke_to,finallist,Notes,place_1,place_2,name,position_cat
994,4/1/2011,,"Clearinghouses, Financial Stability, and Financial Reform",Next Steps in Financial Regulatory Reform,http://www.federalreserve.gov/newsevents/speech/tarullo20101112a.htm,,,,,George Washington University Center for Law,,12-Nov-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Daniel K. Tarullo,none,,,,,Next Steps in Financial Regulatory Reform,http://www.federalreserve.gov/newsevents/speech/tarullo20101112a.htm,"At the George Washington University Center for Law, Economics, and Finance Conference on the Dodd-Frank Act, Washington, D.C.",George Washington University Center for Law,George Washington University Center for Law,, Economics, and Finance Conference on the Dodd-Frank,Daniel K. Tarullo,1
995,4/1/2011,,Community Bankers and Supervisors: Seeking Balance,Problems in the Mortgage Servicing Industry,http://www.federalreserve.gov/newsevents/speech/raskin20101112a.htm,,,,,National Consumer Law Center,,12-Nov-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Sarah Bloom Raskin,none,,,,,Problems in the Mortgage Servicing Industry,http://www.federalreserve.gov/newsevents/speech/raskin20101112a.htm,"At the National Consumer Law Center's Consumer Rights Litigation Conference, Boston, Massachusetts",National Consumer Law Center's Consumer Rights Litigation Conference,National Consumer Law Center,, Boston, Massachusetts,Sarah Bloom Raskin,1
996,4/1/2011,,"Commodity Prices, the Economic Outlook, and Monetary Policy",Emerging from the Crisis: Where Do We Stand?,http://www.federalreserve.gov/newsevents/speech/bernanke20101119b.htm,,,,European Central Bank,European Central Bank,1,19-Nov-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Emerging from the Crisis: Where Do We Stand?,http://www.federalreserve.gov/newsevents/speech/bernanke20101119b.htm,"At the Sixth European Central Bank Central Banking Conference, Frankfurt, Germany",Sixth European Central Bank Central Banking Conference,European Central Bank,, Frankfurt, Germany,Ben S. Bernanke,3
997,4/1/2011,,Small Business Credit Availability,Rebalancing the Global Recovery,http://www.federalreserve.gov/newsevents/speech/bernanke20101119a.htm,,,,European Central Bank,European Central Bank,1,19-Nov-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Ben S. Bernanke,none,,,,,Rebalancing the Global Recovery,http://www.federalreserve.gov/newsevents/speech/bernanke20101119a.htm,"At the Sixth European Central Bank Central Banking Conference, Frankfurt, Germany",Sixth European Central Bank Central Banking Conference,European Central Bank,, Frankfurt, Germany,Ben S. Bernanke,3
998,4/1/2011,,Community Voices: Promising Practices for Neighborhood Stabilization,Fiscal Responsibility and Global Rebalancing,http://www.federalreserve.gov/newsevents/speech/yellen20101201a.htm,,,,,Committee for Economic Development,,1-Dec-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Janet L. Yellen,none,,,,,Fiscal Responsibility and Global Rebalancing,http://www.federalreserve.gov/newsevents/speech/yellen20101201a.htm,"At the Committee for Economic Development 2010 International Counterparts Conference, New York, New York",Committee for Economic Development 2010 International Counterparts Conference,Committee for Economic Development,, New York, New Yor,Janet L. Yellen,2
999,4/1/2011,,Community Development in Challenging Times,Developments in the Landscape for Consumer Credit and Payments,http://www.federalreserve.gov/newsevents/speech/duke20101202a.htm,1,,,Federal Reserve Bank of Philadelphia,Federal Reserve Bank of Philadelphia,1,2-Dec-10,2010,0.00%,0.00%,"Frank, Barney","$4,052,944 ",0,0,"Kanjorski, Paul E.","$1,877,477 ",0,0,Elizabeth A. Duke,Fed-Fed,,,,,Developments in the Landscape for Consumer Credit and Payments,http://www.federalreserve.gov/newsevents/speech/duke20101202a.htm,"At the Federal Reserve Bank of Philadelphia Payment Cards Center Conference, Philadelphia, Pennsylvania",Federal Reserve Bank of Philadelphia Payment Cards Center Conference,Federal Reserve Bank of Philadelphia,, Philadelphia, Pennsylvania,Elizabeth A. Duke,1
1000,5/1/2011,,Implementing a Macroprudential Approach to Supervision and Regulation,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/duke20110107a.htm,,,,,Maryland Bankers Association,,7-Jan-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Elizabeth A. Duke,none,,,,,The Economic Outlook,http://www.federalreserve.gov/newsevents/speech/duke20110107a.htm,"At the Maryland Bankers Association First Friday Economic Outlook Forum, Baltimore, Maryland",Maryland Bankers Association First Friday Economic Outlook Forum,Maryland Bankers Association,, Baltimore, Maryland,Elizabeth A. Duke,1
1001,5/1/2011,,Reaping the Full Benefits of Financial Openness,The Federal Reserve's Asset Purchase Program,http://www.federalreserve.gov/newsevents/speech/yellen20110108a.htm,,,,,Allied Social Science Association,,8-Jan-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Janet L. Yellen,none,,,,,The Federal Reserve's Asset Purchase Program,http://www.federalreserve.gov/newsevents/speech/yellen20110108a.htm,"At the The Brimmer Policy Forum, Allied Social Science Associations Annual Meeting, Denver, Colorado",The Brimmer Policy Forum,Allied Social Science Association,, Allied Social Science Associations Annual Meeting, Denver,Janet L. Yellen,2
1002,5/1/2011,,Fostering Innovation in Community Development Finance,From Community Banker to Central Banker--My Journey,http://www.federalreserve.gov/newsevents/speech/duke20110202a.htm,,,,,University of North Carolina Kenan-Flagler,,2-Feb-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Elizabeth A. Duke,none,,,,,From Community Banker to Central Banker--My Journey,http://www.federalreserve.gov/newsevents/speech/duke20110202a.htm,"At the University of North Carolina Kenan-Flagler Dean's Speaker Series, Chapel Hill, North Carolina",University of North Carolina Kenan-Flagler Dean's Speaker Series,University of North Carolina Kenan-Flagler,, Chapel Hill, North Carolina,Elizabeth A. Duke,1
1003,5/1/2011,,Brief remarks,The Economic Outlook and Macroeconomic Policy,http://www.federalreserve.gov/newsevents/speech/bernanke20110203a.htm,,,,,The National Press Club,,3-Feb-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,none,,,,,The Economic Outlook and Macroeconomic Policy,http://www.federalreserve.gov/newsevents/speech/bernanke20110203a.htm,"At the National Press Club, Washington, D.C.",National Press Club,The National Press Club,, Washington, D.C.,Ben S. Bernanke,3
1004,5/1/2011,,Promoting Research and Development: The Government's Role,Putting the Low Road Behind Us,http://www.federalreserve.gov/newsevents/speech/raskin20110211a.htm,,,,,Midwinter Conference,,11-Feb-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Sarah Bloom Raskin,none,,,,,Putting the Low Road Behind Us,http://www.federalreserve.gov/newsevents/speech/raskin20110211a.htm,"At the 2011 Midwinter Housing Finance Conference, Park City, Utah",2011 Midwinter Housing Finance Conference,Midwinter Conference,, Park City, Utah,Sarah Bloom Raskin,1
1005,5/1/2011,,"Research, Policy, and the Future of Financial Education",Global Imbalances: Links to Economic and Financial Stability,http://www.federalreserve.gov/newsevents/speech/bernanke20110218a.htm,,,,,Banque de France,,18-Feb-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,none,,,,,Global Imbalances: Links to Economic and Financial Stability,http://www.federalreserve.gov/newsevents/speech/bernanke20110218a.htm,"At the Banque de France Financial Stability Review Launch Event, Paris, France",Banque de France Financial Stability Review Launch Event,Banque de France,, Paris, France,Ben S. Bernanke,3
1006,6/1/2011,,Assessing Potential Financial Imbalances in an Era of Accommodative Monetary Policy,Unconventional Monetary Policy and Central Bank Communications,http://www.federalreserve.gov/newsevents/speech/yellen20110225a.htm,,,,,University of Chicago Booth School of Business ,,25-Feb-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Janet L. Yellen,none,,,,,Unconventional Monetary Policy and Central Bank Communications,http://www.federalreserve.gov/newsevents/speech/yellen20110225a.htm,"At the University of Chicago Booth School of Business U.S. Monetary Policy Forum, New York, New York",University of Chicago Booth School of Business U.S. Monetary Policy Forum,University of Chicago Booth School of Business ,, New York, New York,Janet L. Yellen,2
1007,6/1/2011,,Regulating Systemically Important Financial Firms,Challenges for State and Local Governments,http://www.federalreserve.gov/newsevents/speech/bernanke20110302a.htm,,,,,Citizens Budget Commission,,2-Mar-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,none,,,,,Challenges for State and Local Governments,http://www.federalreserve.gov/newsevents/speech/bernanke20110302a.htm,"At the 2011 Annual Awards Dinner of the Citizens Budget Commission, New York, New York",2011 Annual Awards Dinner of the Citizens Budget Commission,Citizens Budget Commission,, New York, New York,Ben S. Bernanke,3
1008,6/1/2011,,The U.S. Economic Outlook,Improving the International Monetary and Financial System,http://www.federalreserve.gov/newsevents/speech/yellen20110304a.htm,,,,,Banque de France,,4-Mar-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Janet L. Yellen,none,,,,,Improving the International Monetary and Financial System,http://www.federalreserve.gov/newsevents/speech/yellen20110304a.htm,"At the Banque de France International Symposium, Paris, France",Banque de France International Symposium,Banque de France,, Paris, France,Janet L. Yellen,2
1009,6/1/2011,,Housing Market Developments and Their Effects on Low- and Moderate-Income Neighborhoods,Community Banking in a Period of Recovery and Change,http://www.federalreserve.gov/newsevents/speech/bernanke20110323a.htm,,,,,Independent Community Bankers of America,,23-Mar-11,2011,0.37%,0.00%,"Bachus, Spencer","$2,725,004 ","$10,000 ",36,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,none,,,,,Community Banking in a Period of Recovery and Change,http://www.federalreserve.gov/newsevents/speech/bernanke20110323a.htm,"At the Independent Community Bankers of America National Convention, San Diego, California",Independent Community Bankers of America National Convention,Independent Community Bankers of America,, San Diego, California,Ben S. Bernanke,3
1010,6/1/2011,,Fiscal Sustainability,Changed Circumstances: The Impact of the Financial Crisis on the Economic Condition of Workers Near Retirement and of Business Owners,http://www.federalreserve.gov/newsevents/speech/duke20110324a.htm,1,,,Federal Reserve Bank of Richmond (FRBR),Federal Reserve Bank of Richmond,1,24-Mar-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Elizabeth A. Duke,Fed-Fed,,,,,Changed Circumstances: The Impact of the Financial Crisis on the Economic Condition of Workers Near Retirement and of Business Owners,http://www.federalreserve.gov/newsevents/speech/duke20110324a.htm,"At the Virginia Association of Economists Sandridge Lecture, Federal Reserve Bank of Richmond, Richmond, Virginia",Virginia Association of Economists Sandridge Lecture,Federal Reserve Bank of Richmond,, Federal Reserve Bank of Richmond, Richmond,Elizabeth A. Duke,1
1011,6/1/2011,,Economic and Financial Inclusion in 2011: What it Means for Americans and our Economic Recovery,Regulating Systemic Risk,http://www.federalreserve.gov/newsevents/speech/tarullo20110331a.htm,1,,,Federal Reserve Bank of Richmond (FRBR),Federal Reserve Bank of Richmond,1,31-Mar-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Daniel K. Tarullo,Fed-Fed,,,,,Regulating Systemic Risk,http://www.federalreserve.gov/newsevents/speech/tarullo20110331a.htm,"At the 2011 Credit Markets Symposium, Charlotte, North Carolina",2011 Credit Markets Symposium,Federal Reserve Bank of Richmond,, Charlotte, North Carolina,Daniel K. Tarullo,1
1012,8/1/2011,,The Near- and Longer-Term Prospects for the U.S. Economy,"Clearinghouses, Financial Stability, and Financial Reform",http://www.federalreserve.gov/newsevents/speech/bernanke20110404a.htm,1,,,Federal Reserve Bank of Atlanta,Federal Reserve Bank of Atlanta,,4-Apr-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,"Clearinghouses, Financial Stability, and Financial Reform",http://www.federalreserve.gov/newsevents/speech/bernanke20110404a.htm,"At the 2011 Financial Markets Conference, Stone Mountain, Georgia",2011 Financial Markets Conference,Federal Reserve Bank of Atlanta,, Stone Mountain, Georgia,Ben S. Bernanke,3
1013,9/1/2011,,,Community Bankers and Supervisors: Seeking Balance,http://www.federalreserve.gov/newsevents/speech/raskin20110407a.htm,1,,,Federal Reserve Bank of New York,Federal Reserve Bank of New York,1,7-Apr-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Sarah Bloom Raskin,Fed-Fed,,,,,Community Bankers and Supervisors: Seeking Balance,http://www.federalreserve.gov/newsevents/speech/raskin20110407a.htm,"At the Federal Reserve Bank of New York Community Bankers Conference, New York, New York",Federal Reserve Bank of New York Community Bankers Conference,Federal Reserve Bank of New York,, New York, New York,Sarah Bloom Raskin,1
1014,9/1/2011,,,"Commodity Prices, the Economic Outlook, and Monetary Policy",http://www.federalreserve.gov/newsevents/speech/yellen20110411a.htm,,,,,Economic Club of New York,,11-Apr-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Janet L. Yellen,none,,,,,"Commodity Prices, the Economic Outlook, and Monetary Policy",http://www.federalreserve.gov/newsevents/speech/yellen20110411a.htm,"At the Economic Club of New York, New York, New York",Economic Club of New York,Economic Club of New York,, New York, New York,Janet L. Yellen,2
1015,9/1/2011,,,Small Business Credit Availability,http://www.federalreserve.gov/newsevents/speech/duke20110414a.htm,,,,,International Factoring Association,,14-Apr-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Elizabeth A. Duke,none,,,,,Small Business Credit Availability,http://www.federalreserve.gov/newsevents/speech/duke20110414a.htm,"At the 2011 International Factoring Association Conference, Washington, D.C.",2011 International Factoring Association Conference,International Factoring Association,, Washington, D.C.,Elizabeth A. Duke,1
1016,9/1/2011,,,Community Voices: Promising Practices for Neighborhood Stabilization,http://www.federalreserve.gov/newsevents/speech/duke20110428a.htm,1,,,,Federal Reserve Board,,28-Apr-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Elizabeth A. Duke,Fed-Fed,,,,,Community Voices: Promising Practices for Neighborhood Stabilization,http://www.federalreserve.gov/newsevents/speech/duke20110428a.htm,"At the 2011 Federal Reserve Community Affairs Research Conference, Arlington, Virginia",2011 Federal Reserve Community Affairs Research Conference,Federal Reserve Board,, Arlington, Virginia,Elizabeth A. Duke,1
1017,9/1/2011,correct.,,Community Development in Challenging Times,http://www.federalreserve.gov/newsevents/speech/bernanke20110429a.htm,1,,,,Federal Reserve Community Affairs,,29-Apr-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,Community Development in Challenging Times,http://www.federalreserve.gov/newsevents/speech/bernanke20110429a.htm,"At the Federal Reserve Community Affairs Research Conference, Arlington, Virginia",Federal Reserve Community Affairs Research Conference,Federal Reserve Community Affairs,, Arlington, Virginia,Ben S. Bernanke,3
1018,9/1/2011,correct.,,Implementing a Macroprudential Approach to Supervision and Regulation,http://www.federalreserve.gov/newsevents/speech/bernanke20110505a.htm,1,,,Federal Reserve Bank of Chicago,Federal Reserve Bank of Chicago,1,5-May-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Ben S. Bernanke,Fed-Fed,,,,,Implementing a Macroprudential Approach to Supervision and Regulation,http://www.federalreserve.gov/newsevents/speech/bernanke20110505a.htm,"At the 47th Annual Conference on Bank Structure and Competition, Chicago, Illinois",47th Annual Conference on Bank Structure and Competition,Federal Reserve Bank of Chicago,, Chicago, Illinois,Ben S. Bernanke,3
1019,10/1/2011,correct.,,Reaping the Full Benefits of Financial Openness,http://www.federalreserve.gov/newsevents/speech/yellen20110506a.htm,,,,,Bank of Finland,,6-May-11,2011,0.00%,0.00%,"Bachus, Spencer","$2,725,004 ",0,0,"King, Peter T.","$1,812,860 ",0,0,Janet L. Yellen,none,,,,,Reaping the Full Benefits of Financial Openness,http://www.federalreserve.gov/newsevents/speech/yellen20110506a.htm,"At the Bank of Finland 200th Anniversary Conference, Helsinki, Finland",Bank of Finland 200th Anniversary Conference,Bank of Finland,, Helsinki, Finland,Janet L. Yellen,2
